정류장명,정류장 번호,승차인원수,하차인원수,승차인원수(카드),하차인원수(카드),승차인원수(현금),일평균 승하차인원수
검암역로열파크씨티푸르지오1단지,89167,11235,76,11235,76,0,377.03
검암역로열파크씨티푸르지오1단지,89168,28,10304,28,10304,0,344.4
검암역로열파크씨티푸르지오2단지,89169,2798,2051,2798,2051,0,161.63
검암역로열파크씨티푸르지오2단지,89170,30,5527,30,5527,0,185.23
검암역입구,42851,20075,9049,20075,9049,0,970.8
검암역입구,42852,13772,13311,13772,13311,0,902.77
검암역입구(시천교밑),89250,13710,3291,13710,3291,0,566.7
검암중학교,42359,3904,2049,3904,2049,0,198.43
검암중학교,42362,2559,2831,2559,2831,0,179.67
검암초등학교,42361,532,6049,532,6049,0,219.37
겐트대학교글로벌캠퍼스,38769,214,0,214,0,0,7.13
겐트대학교글로벌캠퍼스,38770,108,1559,108,1559,0,55.57
경기국제통상고.포도마을뉴서울.중앙공원,55042,618,1824,618,1824,0,81.4
경기국제통상고.포도마을뉴서울.중앙공원,55043,1433,1039,1433,1039,0,82.4
경기도교육청학생교육원,43162,0,80,0,80,0,2.67
경기도교육청학생교육원,43222,194,38,193,38,1,7.73
경기주유소,43051,168,468,168,468,0,21.2
경남1차,40343,7949,328,7949,328,0,275.9
경남1차아파트,40376,13334,8214,13334,8214,0,718.27
경남2차,40305,8605,64,8605,64,0,288.97
경남아너스빌,42099,3833,1463,3833,1463,0,176.53
경남아너스빌,42102,1515,3055,1515,3055,0,152.33
경남아너스빌아파트,42110,7344,3445,7344,3445,0,359.63
경남아너스빌아파트,42111,2224,3493,2224,3493,0,190.57
경남아파트,35143,9039,3633,9039,3633,0,422.4
경남아파트,35147,2282,3739,2282,3739,0,200.7
경남아파트,38281,7705,7179,7705,7179,0,496.13
경남아파트,41011,13218,4346,13218,4346,0,585.47
경남아파트,41014,4243,6846,4243,6846,0,369.63
경남아파트,42332,7458,2989,7458,2989,0,348.23
경남아파트,42334,2770,7406,2770,7406,0,339.2
경남아파트308동앞,40334,29,5985,29,5985,0,200.47
경남아파트311동앞,40300,27,4569,27,4569,0,153.2
경남아파트313동앞,40287,31,8232,31,8232,0,275.43
경동택배,89315,57,1,56,1,1,1.93
경동택배,89325,0,67,0,67,0,2.23
경명초등학교,89216,1462,428,1462,428,0,63
경명초등학교,89277,6583,8092,6583,8092,0,489.17
경명초등학교,89278,4351,7723,4351,7723,0,402.47
경방신약,39136,4873,1339,4873,1339,0,207.07
경복예식장,39399,10746,5529,10746,5529,0,542.5
경서3구역입구,89592,24,467,24,467,0,16.37
경서3구역입구,89593,31,179,31,179,0,7
경서농원,42333,289,476,289,476,0,25.5
경서농원,42335,113,1502,113,1502,0,53.83
경서북청라푸르지오트레시엘,89419,161,710,161,710,0,29.03
경서북청라푸르지오트레시엘,89621,339,100,339,100,0,14.63
경서지구입구,42301,9333,2526,9333,2526,0,395.3
경서지구입구,42303,1436,7589,1436,7589,0,300.83
경서지구입구,42671,3121,3174,3121,3174,0,209.83
경서지구입구,42672,4578,3606,4578,3606,0,272.8
경서초등학교,42569,5197,3073,5197,3073,0,275.67
경서초등학교,42570,2991,3460,2991,3460,0,215.03
경신마을,39646,230,189,230,189,0,13.97
경신마을,39982,87,405,87,405,0,16.4
경신아파트,41216,1894,897,1894,897,0,93.03
경신아파트,41223,1877,3260,1877,3260,0,171.23
경연초중학교,89271,7713,3610,7713,3610,0,377.43
경연초중학교,89272,3567,6153,3567,6153,0,324
경연초중학교·청라센텀로제비앙,89286,3382,1745,3382,1745,0,170.9
경연초중학교·청라호반써밋,89285,2373,2517,2373,2517,0,163
경인계량소,42549,988,2,988,2,0,33
경인계량소,42550,1,718,1,718,0,23.97
경인교대.부평향교,41138,987,1202,987,1202,0,72.97
경인교대.부평향교,41139,1064,1118,1064,1118,0,72.73
경인교대역입구,41428,8976,6170,8976,6170,0,504.87
경인교대역입구,41429,6288,8026,6288,8026,0,477.13
경인교회앞,40077,912,3369,912,3369,0,142.7
경인방송,37003,167,379,167,379,0,18.2
경인방송,37004,40,306,40,306,0,11.53
경인산업,39688,658,2022,658,2022,0,89.33
경인아라뱃길여객터미널,42869,291,15,291,15,0,10.2
경인여대,41277,10152,17855,10152,17855,0,933.57
경인여대,41278,6245,7869,6245,7869,0,470.47
경인특장,42547,367,2,367,2,0,12.3
경인항다목적부두,89151,211,3,211,3,0,7.13
경인항다목적부두,89152,0,209,0,209,0,6.97
경전말,43934,11,2,11,2,0,0.43
경제자유구역청,38514,3743,4033,3743,4033,0,259.2
경제자유구역청,38515,3897,6148,3897,6148,0,334.83
경중로.로데오시티포레안,89594,2747,1472,2747,1472,0,140.63
경중로.로데오시티포레안,89595,2108,1911,2108,1911,0,133.97
경진브로아,39042,1234,1337,1234,1337,0,85.7
경흥빌라,43372,670,1,664,1,6,22.37
경흥빌라,43616,8,307,8,307,0,10.5
경희유치원앞,39991,182,600,182,600,0,26.07
경희유치원앞,39992,204,112,204,112,0,10.53
계량소,40195,2176,340,2176,340,0,83.87
계룡리슈빌,55225,5610,2546,5610,2546,0,271.87
계산공고,41167,3362,4212,3362,4212,0,252.47
계산공고,41170,5533,7761,5533,7761,0,443.13
계산공고앞,41169,3315,2641,3315,2641,0,198.53
계산국민체육센터,41276,2474,3531,2474,3531,0,200.17
계산국민체육센터,41613,2620,3002,2620,3002,0,187.4
계산동수협,41533,3947,4113,3947,4113,0,268.67
계산동아아파트,41231,456,2,456,2,0,15.27
계산동우체국,41427,8334,4907,8334,4907,0,441.37
계산삼거리(신도브래뉴),41199,10877,7512,10877,7512,0,612.97
계산삼거리(신도브래뉴),41201,4232,8970,4232,8970,0,440.07
계산시장,41176,2793,4493,2793,4493,0,242.87
계산여고,41576,986,2154,986,2154,0,104.67
계산여자고등학교,41224,903,1274,903,1274,0,72.57
계산역,41247,5722,4861,5722,4861,0,352.77
계산역,41371,15797,3594,15797,3594,0,646.37
계산역,41426,33733,24934,33733,24934,0,1955.57
계산역,41431,26618,32847,26618,32847,0,1982.17
계산우체국,41430,10637,12343,10637,12343,0,766
계산주공아파트,41423,12838,13230,12838,13230,0,868.93
계산중학교,41577,259,52,259,52,0,10.37
계양1동주민자치센터,41476,6913,943,6913,943,0,261.87
계양1동주민자치센터,41520,778,7664,778,7664,0,281.4
계양CGV,41140,4226,3537,4226,3537,0,258.77
계양경찰서,41184,9104,7614,9104,7614,0,557.27
계양경찰서,41185,5888,8919,5888,8919,0,493.57
계양경찰서,41195,19801,4468,19801,4468,0,808.97
계양경찰서·계양구청,41194,3952,16382,3952,16382,0,677.8
계양구청,41177,4839,4617,4839,4617,0,315.2
계양구청,41180,8453,10722,8453,10722,0,639.17
계양구청,41188,3766,1831,3766,1831,0,186.57
계양구청,41197,13,2537,13,2537,0,85
계양구청앞,41204,8171,4141,8171,4141,0,410.4
계양도서관,41251,6180,8865,6180,8865,0,501.5
계양문화회관,41248,1737,1776,1737,1776,0,117.1
계양문화회관,41255,2767,4721,2767,4721,0,249.6
계양산성박물관,41285,1252,2085,1252,2085,0,111.23
계양산성박물관,41286,897,2151,897,2151,0,101.6
계양산장미원입구,41186,1905,1790,1905,1790,0,123.17
계양산장미원입구,41189,935,1830,935,1830,0,92.17
계양산전통시장,41297,692,4698,692,4698,0,179.67
계양산전통시장,41298,4383,1429,4383,1429,0,193.73
계양산전통시장,41306,14985,16436,14985,16436,0,1047.37
계양산지구대,41281,957,1305,957,1305,0,75.4
계양산지구대,41282,1036,1498,1036,1498,0,84.47
계양새마을금고,41094,1577,1773,1577,1773,0,111.67
계양새마을금고,41097,1833,2161,1833,2161,0,133.13
계양세무서,41054,826,519,826,519,0,44.83
계양세무서,41058,553,951,553,951,0,50.13
계양센트레빌1단지,41550,3794,5065,3794,5065,0,295.3
계양센트레빌1단지,41627,2563,1417,2563,1417,0,132.67
계양센트레빌1단지,41628,173,975,173,975,0,38.27
계양센트레빌1단지(111동앞),41551,5157,4108,5157,4108,0,308.83
계양센트레빌2단지,41625,65,823,65,823,0,29.6
계양여성회관,41404,4698,4338,4698,4338,0,301.2
계양역,41357,102368,73635,102368,73635,0,5866.77
계양역,41358,63309,50652,63309,50652,0,3798.7
계양역(귤현역방면),41659,8145,191,8145,191,0,277.87
계양임광그대가아파트,41118,3546,330,3546,330,0,129.2
계양종합사회복지관,41120,501,958,501,958,0,48.63
계양종합사회복지관,41121,1230,670,1230,670,0,63.33
계양중학교,41340,2359,1353,2359,1353,0,123.73
계양중학교,41341,1482,4953,1482,4953,0,214.5
계양체육관(벨로드롬경기장),41666,645,1700,645,1700,0,78.17
계양체육관(아시아드양궁장),41454,563,892,563,892,0,48.5
계양체육관(아시아드양궁장),41455,2293,870,2293,870,0,105.43
계양체육관(아시아드양궁장),41567,4299,1306,4299,1306,0,186.83
계양체육관(아시아드양궁장),41568,1462,6953,1462,6953,0,280.5
계양체육관(효성해링턴플레이스),41440,4579,1125,4579,1125,0,190.13
계양체육관.대동아파트,41173,101,1944,101,1944,0,68.17
계양효성해링턴플레이스,41669,43,1263,43,1263,0,43.53
고구1리입구,90006,93,17,89,17,4,3.67
고구1리입구,90007,17,94,17,94,0,3.7
고구2리마을회관입구,90014,0,127,0,127,0,4.23
고구2리마을회관입구,90015,148,8,138,8,10,5.2
고구저수지,90008,2,24,2,24,0,0.87
고구저수지,90009,18,5,18,5,0,0.77
고구촌,90012,0,60,0,60,0,2
고구촌,90013,79,3,78,3,1,2.73
고능2리능촌마을회관,90371,0,2,0,2,0,0.07
고능2리종점,90372,11,2,11,2,0,0.43
고능리공소,90208,129,100,128,100,1,7.63
고능리입구,43291,15,58,15,58,0,2.43
고능리입구,43534,50,1,50,1,0,1.7
고다니마을9단지,80362,98,116,98,116,0,7.13
고려산업,39486,1023,1167,1023,1167,0,73
고려양행,39111,1690,1609,1690,1609,0,109.97
고려저수지입구,43249,36,82,36,82,0,3.93
고려저수지입구,43486,39,25,38,25,1,2.13
고비고개정상,43569,42,7,42,7,0,1.63
고비고개정상,43844,8,158,8,158,0,5.53
고산마을입구,90016,0,44,0,44,0,1.47
고산마을입구,90017,32,2,31,2,1,1.13
고산촌,43544,164,84,164,84,0,8.27
고산촌,43779,74,148,73,148,1,7.4
고상골,43269,9,45,9,45,0,1.8
고상골,43382,42,11,42,11,0,1.77
고상골입구,43266,155,15,152,15,3,5.67
고상골입구,43552,35,106,35,106,0,4.7
고속터미널,31017,23144,537,23144,537,0,789.37
고속터미널(중),31018,955,30836,955,30836,0,1059.7
고시기(가재골),43770,8,0,8,0,0,0.27
고시기(가재골),90126,0,2,0,2,0,0.07
고염나무골,35473,24,173,24,173,0,6.57
고염나무골,35474,260,9,260,9,0,8.97
고인돌입구,43550,0,21,0,21,0,0.7
고인돌체육관앞,90045,195,545,195,545,0,24.67
고인돌체육관앞,90046,712,215,710,215,2,30.9
고잔고등학교,39691,183,2110,183,2110,0,76.43
고잔마을,43284,95,2,95,2,0,3.23
고잔마을,43532,0,51,0,51,0,1.7
고창마을.KCC,80328,280,290,280,290,0,19
고창촌,43076,52,105,52,105,0,5.23
고창촌입구,43166,34,0,34,0,0,1.13
고창촌입구,43345,1,37,1,37,0,1.27
고천3리마을회관,43341,91,11,90,11,1,3.4
고천3리마을회관,43574,5,75,4,75,1,2.67
고천5리마을회관,90341,11,1,10,1,1,0.4
고천5리마을회관,90345,0,16,0,16,0,0.53
고천교,43339,3,65,3,65,0,2.27
고천교,43849,81,4,81,4,0,2.83
고천당,90420,2,18,2,18,0,0.67
고천당,90421,21,1,21,1,0,0.73
고촌역,80061,4996,1979,4996,1979,0,232.5
고촌역,80062,1938,7587,1938,7587,0,317.5
고합아파트,70036,172,222,172,222,0,13.13
고향산천,43464,7,5,7,5,0,0.4
고향산천,43610,22,14,22,14,0,1.2
곡촌,43427,18,26,18,26,0,1.47
곡촌,43457,73,36,72,36,1,3.63
곡촌,43789,70,33,64,33,6,3.43
곡촌,43816,4,84,4,84,0,2.93
곤능,43197,8,95,8,95,0,3.43
곤능,43319,82,1,81,1,1,2.77
골드클래스,42936,479,915,479,915,0,46.47
공개마을,90195,23,1,21,1,2,0.8
공개마을,90196,4,27,4,27,0,1.03
공구상가,36092,412,1930,412,1930,0,78.07
공구상가.간동입구,80021,1114,141,1114,141,0,41.83
공군회관,19255,696,35,696,35,0,24.37
공군회관,20107,51,1287,51,1287,0,44.6
공단공원앞,42739,165,444,165,444,0,20.3
공단공원앞,42740,755,283,755,283,0,34.6
공단본부,42270,260,956,260,956,0,40.53
공단본부,42756,2683,726,2683,726,0,113.63
공단본부,42757,706,2752,706,2752,0,115.27
공단사거리,40599,5197,3645,5197,3645,0,294.73
공단사거리,40600,2560,3288,2560,3288,0,194.93
공단소방서,39062,1920,3438,1920,3438,0,178.6
공단시장,37426,2886,5012,2886,5012,0,263.27
공단시장,37427,6646,3987,6646,3987,0,354.43
공단오거리,40565,2989,1116,2989,1116,0,136.83
공단오거리,40566,949,3696,949,3696,0,154.83
공단유통상가,42940,19,837,19,837,0,28.53
공단유통상가,42941,897,28,897,28,0,30.83
공단자동차,42022,1928,2119,1928,2119,0,134.9
공단치안센터,37444,1836,1107,1836,1107,0,98.1
공단치안센터,37445,466,1820,466,1820,0,76.2
공덕역6번출구,14149,1473,835,1473,835,0,76.93
공설운동장,43091,41,559,41,559,0,20
공설운동장,43092,301,140,301,140,0,14.7
공수부대입구,92069,74,50,74,50,0,4.13
공숙입구,43290,157,181,157,181,0,11.27
공숙입구,43490,127,154,127,154,0,9.37
공영산업,89148,48,1555,48,1555,0,53.43
공작아파트,39479,2089,3636,2089,3636,0,190.83
공작아파트,39480,3199,4920,3199,4920,0,270.63
공장단지입구,42555,295,101,295,101,0,13.2
공촌마을,42323,4844,2753,4844,2753,0,253.23
공촌마을,42598,2358,5056,2358,5056,0,247.13
공촌사거리,42324,18823,12697,18823,12697,0,1050.67
공촌사거리,42330,18496,17889,18496,17889,0,1212.83
공촌사거리,42331,1169,858,1169,858,0,67.57
공촌사거리(한국아파트),42322,4194,4553,4194,4553,0,291.57
공촌유수지체육공원,89478,185,1055,185,1055,0,41.33
공촌유수지체육공원,89479,309,190,309,190,0,16.63
공촌정수장,42340,162,129,162,129,0,9.7
공촌정수장,42341,159,242,159,242,0,13.37
공촌천,89539,149,183,149,183,0,11.07
공항고등학교,35116,2362,959,2362,959,0,110.7
공항교회앞,35123,1778,2332,1778,2332,0,137
공항신도시(메디컬사거리),35258,1028,1990,1028,1990,0,100.6
공항중학교,16307,120,7,120,7,0,4.23
공항중학교,35117,1189,1601,1189,1601,0,93
공항중학교.마곡엠밸리9단지,16308,7,193,7,193,0,6.67
공항초등학교,35087,482,482,482,482,0,32.13
과학고.국제고.운서중,35922,193,552,193,552,0,24.83
관곡마을,90104,1,23,1,23,0,0.8
관곡마을,90105,51,1,51,1,0,1.73
관광밸트입구,43874,0,5,0,5,0,0.17
관교노인복지관·승학초등학교,37679,2288,2100,2288,2100,0,146.27
관교여자중학교,37226,8753,8050,8753,8050,0,560.1
관교여자중학교,37229,2946,2474,2946,2474,0,180.67
관교여자중학교,37231,2872,2999,2872,2999,0,195.7
관교중학교,37200,446,1045,446,1045,0,49.7
관교중학교(약수터),37202,3725,6387,3725,6387,0,337.07
관교중학교(약수터),37203,9217,5575,9217,5575,0,493.07
관리공단본부,42720,767,127,767,127,0,29.8
관창마을,35252,1658,847,1658,847,0,83.5
관창마을,35253,1684,2170,1684,2170,0,128.47
광명아파트,37434,13842,6462,13842,6462,0,676.8
광명아파트,39348,7128,13584,7128,13584,0,690.4
광명아파트,39835,11,970,11,970,0,32.7
광명아파트,40590,2408,890,2408,890,0,109.93
광명아파트,40817,8125,2154,8125,2154,0,342.63
광명아파트,41096,787,2297,787,2297,0,102.8
광명아파트,41098,2290,942,2290,942,0,107.73
광명아파트,41108,14453,21713,14453,21713,0,1205.53
광명아파트,41448,3085,8355,3085,8355,0,381.33
광명역IC출입(미정차),53042,0,1,0,1,0,0.03
광명항,35708,96,1,96,1,0,3.23
광명항,35714,2230,1793,2223,1793,7,134.1
광명항(샘꾸미),35730,146,137,141,137,5,9.43
광성보,43674,75,61,74,61,1,4.53
광성오리,43128,5,4,5,4,0,0.3
광성오리,43862,1,8,1,8,0,0.3
광일아파트,40855,4176,1197,4176,1197,0,179.1
광일아파트,40874,2530,4097,2530,4097,0,220.9
교대역,31013,19370,23893,19370,23893,0,1442.1
교대입구,41141,1894,3455,1894,3455,0,178.3
교대입구,41142,4121,1960,4121,1960,0,202.7
교대후문,41362,1099,501,1099,501,0,53.33
교대후문,41363,356,2367,356,2367,0,90.77
교동중고후문,90024,4,197,4,197,0,6.7
교동중고후문,90025,45,4,45,4,0,1.63
교보생명,37357,32086,119782,32086,119782,0,5062.27
교산교회,43496,15,11,15,11,0,0.87
교산교회,43719,1,11,1,11,0,0.4
교산리입구,43694,42,39,40,39,2,2.7
교산리입구,43748,29,37,28,37,1,2.2
교산상회앞,43494,8,4,8,4,0,0.4
교산상회앞,43715,3,4,3,4,0,0.23
교통방송사거리,37538,1175,2792,1175,2792,0,132.23
교통방송사거리,37539,586,1342,586,1342,0,64.27
교통연수원,41191,913,3247,913,3247,0,138.67
교통연수원,41192,2928,1387,2928,1387,0,143.83
교회앞,43216,30,12,30,12,0,1.4
교회앞,43309,27,33,27,33,0,2
교회앞,43430,9,8,9,8,0,0.57
교회앞,43818,25,25,24,25,1,1.67
교회앞,90338,5,29,5,29,0,1.13
교회앞,90348,22,1,22,1,0,0.77
구검문소,43196,0,70,0,70,0,2.33
구검문소,43622,130,1,128,1,2,4.37
구능재,90193,19,6,19,6,0,0.83
구능재,90194,4,14,4,14,0,0.6
구도일주유소,40902,122,1350,122,1350,0,49.07
구두물입구,35219,189,289,189,289,0,15.93
구래리,80006,557,1541,557,1541,0,69.93
구래리,80007,1767,729,1767,729,0,83.2
구래역,80337,9575,19352,9575,19352,0,964.23
구래역,80338,21128,9742,21128,9742,0,1029
구렁목,43950,171,10,171,10,0,6.03
구렁목,43951,7,124,7,124,0,4.37
구로디지털단지역,17229,247,0,247,0,0,8.23
구로디지털단지역(중),21002,13,160,13,160,0,5.77
구름다리,35735,66,232,66,232,0,9.93
구름다리,35736,20,30,20,30,0,1.67
구반포역.세화고등학교,31031,2144,18,2144,18,0,72.07
구봉도입구,62035,31,395,31,395,0,14.2
구봉도입구,62037,358,26,358,26,0,12.8
구북성초교,43506,12,17,12,17,0,0.97
구북성초교,43656,4,4,4,4,0,0.27
구산사거리,40233,1357,713,1357,713,0,69
구산사거리,40842,380,22214,380,22214,0,753.13
구산사거리,40843,9230,9160,9230,9160,0,613
구산중학교,40518,1050,1057,1050,1057,0,70.23
구선택초교,43239,13,4,12,4,1,0.57
구선택초교,43896,1,16,1,16,0,0.57
구월1동행정복지센터,39967,842,2,842,2,0,28.13
구월1동행정복지센터,39981,0,340,0,340,0,11.33
구월2동행정복지센터,39586,4446,632,4446,632,0,169.27
구월2동행정복지센터,39607,540,3990,540,3990,0,151
구월도매전통시장,39192,25253,19508,25253,19508,0,1492.03
구월도매전통시장,39193,29232,37267,29232,37267,0,2216.63
구월동로데오거리,39195,4779,1130,4779,1130,0,196.97
구월동우체국,39211,4910,17757,4910,17757,0,755.57
구월동트레이더스,92085,159,34,159,34,0,6.43
구월동트레이더스,92086,48,180,48,180,0,7.6
구월동팬더아파트,39237,9146,8790,9146,8790,0,597.87
구월동팬더아파트,39238,9811,7794,9811,7794,0,586.83
구월서초등학교,39204,9096,7113,9096,7113,0,540.3
구월서초등학교,39205,5837,7050,5837,7050,0,429.57
구월아시아드1단지,39912,411,0,411,0,0,13.7
구월아시아드1단지,39913,1,69,1,69,0,2.33
구월아시아드5단지정문,39883,3007,4082,3007,4082,0,236.3
구월아시아드5단지후문,39881,2787,3517,2787,3517,0,210.13
